ID,YEAR,A,H,H_std,H_med,S,S_med,ET,ST,T,P,FL,SL,CL,UL,WL,lon,lat
271,2016,15.96,10.41,10.14,8.64,2.76,2.52,444.55,5.13,11.4,0.0,0.0,55.27,,,,21.42890160062553,60.27019826831365
271,2017,15.96,10.41,10.14,8.64,2.76,2.52,590.09,6.27,12.54,0.0,0.0,55.27,,,,21.42890160062553,60.27019826831365
271,2018,15.96,10.41,10.14,8.64,2.76,2.52,406.32,3.42,13.68,0.0,0.0,55.27,,,,21.42890160062553,60.27019826831365
271,2019,15.96,10.41,10.14,8.64,2.76,2.52,683.21,2.85,15.95,0.0,0.0,55.27,,,,21.42890160062553,60.27019826831365
271,2020,15.96,10.41,10.14,8.64,2.76,2.52,652.85,3.42,16.52,0.0,0.0,55.27,,,,21.42890160062553,60.27019826831365
272,2001,6.98,8.75,7.03,9.86,2.02,1.74,616.08,15.28,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2002,6.98,8.75,7.03,9.86,2.02,1.74,511.07,18.75,1.39,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2003,6.98,8.75,7.03,9.86,2.02,1.74,512.47,13.89,1.39,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2004,6.98,8.75,7.03,9.86,2.02,1.74,465.19,16.67,1.39,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2005,6.98,8.75,7.03,9.86,2.02,1.74,477.54,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2006,6.98,8.75,7.03,9.86,2.02,1.74,463.45,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2007,6.98,8.75,7.03,9.86,2.02,1.74,457.47,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2008,6.98,8.75,7.03,9.86,2.02,1.74,675.35,22.22,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2009,6.98,8.75,7.03,9.86,2.02,1.74,516.57,22.22,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2010,6.98,8.75,7.03,9.86,2.02,1.74,588.95,19.44,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2011,6.98,8.75,7.03,9.86,2.02,1.74,524.96,19.44,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2012,6.98,8.75,7.03,9.86,2.02,1.74,773.89,19.44,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2013,6.98,8.75,7.03,9.86,2.02,1.74,474.83,19.44,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2014,6.98,8.75,7.03,9.86,2.02,1.74,454.25,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2015,6.98,8.75,7.03,9.86,2.02,1.74,499.15,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2016,6.98,8.75,7.03,9.86,2.02,1.74,462.02,19.44,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2017,6.98,8.75,7.03,9.86,2.02,1.74,539.65,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2018,6.98,8.75,7.03,9.86,2.02,1.74,389.82,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2019,6.98,8.75,7.03,9.86,2.02,1.74,703.93,20.83,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
272,2020,6.98,8.75,7.03,9.86,2.02,1.74,482.08,22.92,0.0,0.0,0.0,54.86,,,,18.632027230672936,60.27034548548079
273,2001,1245.11,52.57,17.75,51.36,1.91,1.62,1.37599e-05,278.23,278.74,554.13,62.03,25.53,5.4,0.03,4.79,17.276250831712172,60.23599270790587
273,2002,1245.11,52.57,17.75,51.36,1.91,1.62,1.63014e-05,279.13,279.46,613.89,61.62,25.14,5.84,0.03,4.79,17.276250831712172,60.23599270790587
273,2003,1245.11,52.57,17.75,51.36,1.91,1.62,1.52795e-05,278.44,279.15,577.12,61.58,24.12,5.83,0.03,4.81,17.276250831712172,60.23599270790587
273,2004,1245.11,52.57,17.75,51.36,1.91,1.62,1.39856e-05,278.49,279.07,499.1,63.27,23.27,5.62,0.03,4.81,17.276250831712172,60.23599270790587
273,2005,1245.11,52.57,17.75,51.36,1.91,1.62,1.5291e-05,279.0,279.86,556.99,62.66,24.28,5.64,0.03,4.81,17.276250831712172,60.23599270790587
273,2006,1245.11,52.57,17.75,51.36,1.91,1.62,1.55571e-05,279.27,280.38,566.2,61.12,26.32,4.86,0.03,4.81,17.276250831712172,60.23599270790587
273,2007,1245.11,52.57,17.75,51.36,1.91,1.62,1.49383e-05,279.33,280.01,532.47,60.68,26.42,4.97,0.03,4.81,17.276250831712172,60.23599270790587
273,2008,1245.11,52.57,17.75,51.36,1.91,1.62,1.552e-05,279.88,280.43,697.67,63.62,23.94,4.81,0.03,4.8,17.276250831712172,60.23599270790587
273,2009,1245.11,52.57,17.75,51.36,1.91,1.62,1.60555e-05,278.91,279.65,634.22,62.63,24.63,4.72,0.03,4.8,17.276250831712172,60.23599270790587
273,2010,1245.11,52.57,17.75,51.36,1.91,1.62,1.49541e-05,277.89,277.6,587.21,60.09,26.84,4.3,0.03,4.79,17.276250831712172,60.23599270790587
273,2011,1245.11,52.57,17.75,51.36,1.91,1.62,1.5001e-05,279.1,279.72,508.11,59.92,27.77,4.1,0.03,4.8,17.276250831712172,60.23599270790587
273,2012,1245.11,52.57,17.75,51.36,1.91,1.62,1.53643e-05,277.86,278.81,723.38,61.34,26.62,4.02,0.03,4.8,17.276250831712172,60.23599270790587
273,2013,1245.11,52.57,17.75,51.36,1.91,1.62,1.55743e-05,278.23,279.4,440.49,60.33,28.12,3.92,0.03,4.8,17.276250831712172,60.23599270790587
273,2014,1245.11,52.57,17.75,51.36,1.91,1.62,1.63204e-05,279.7,280.53,514.89,60.72,27.26,4.26,0.03,4.8,17.276250831712172,60.23599270790587
273,2015,1245.11,52.57,17.75,51.36,1.91,1.62,1.58845e-05,279.21,280.4,532.46,60.88,26.13,4.95,0.03,4.8,17.276250831712172,60.23599270790587
273,2016,1245.11,52.57,17.75,51.36,1.91,1.62,1.57566e-05,279.01,279.86,516.68,59.97,25.45,5.26,0.03,4.8,17.276250831712172,60.23599270790587
273,2017,1245.11,52.57,17.75,51.36,1.91,1.62,1.50963e-05,278.75,279.61,603.99,61.94,23.21,5.4,0.03,4.81,17.276250831712172,60.23599270790587
273,2018,1245.11,52.57,17.75,51.36,1.91,1.62,1.78496e-05,279.25,280.57,472.92,59.33,25.65,4.75,0.03,4.8,17.276250831712172,60.23599270790587
273,2019,1245.11,52.57,17.75,51.36,1.91,1.62,1.647e-05,279.2,280.35,667.45,59.11,27.22,4.73,0.04,4.8,17.276250831712172,60.23599270790587
273,2020,1245.11,52.57,17.75,51.36,1.91,1.62,1.718e-05,280.67,281.64,546.37,60.31,25.65,5.15,0.04,4.8,17.276250831712172,60.23599270790587
274,2001,30.93,8.16,6.17,8.42,1.7,1.53,642.77,8.01,20.1,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2002,30.93,8.16,6.17,8.42,1.7,1.53,449.2,7.68,23.86,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2003,30.93,8.16,6.17,8.42,1.7,1.53,468.14,8.17,22.06,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2004,30.93,8.16,6.17,8.42,1.7,1.53,522.64,8.82,21.73,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2005,30.93,8.16,6.17,8.42,1.7,1.53,493.82,10.46,21.41,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2006,30.93,8.16,6.17,8.42,1.7,1.53,523.27,8.17,23.37,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2007,30.93,8.16,6.17,8.42,1.7,1.53,576.26,10.46,21.41,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2008,30.93,8.16,6.17,8.42,1.7,1.53,693.54,12.42,20.42,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2009,30.93,8.16,6.17,8.42,1.7,1.53,519.61,11.11,21.41,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2010,30.93,8.16,6.17,8.42,1.7,1.53,517.32,11.44,19.77,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2011,30.93,8.16,6.17,8.42,1.7,1.53,566.78,11.11,20.42,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2012,30.93,8.16,6.17,8.42,1.7,1.53,727.93,12.75,18.79,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2013,30.93,8.16,6.17,8.42,1.7,1.53,512.81,12.58,17.97,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2014,30.93,8.16,6.17,8.42,1.7,1.53,515.94,14.71,17.48,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2015,30.93,8.16,6.17,8.42,1.7,1.53,621.76,18.79,14.05,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2016,30.93,8.16,6.17,8.42,1.7,1.53,436.2,18.46,15.03,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2017,30.93,8.16,6.17,8.42,1.7,1.53,573.03,19.12,15.03,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2018,30.93,8.16,6.17,8.42,1.7,1.53,377.53,14.87,18.63,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2019,30.93,8.16,6.17,8.42,1.7,1.53,694.69,12.91,20.59,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
274,2020,30.93,8.16,6.17,8.42,1.7,1.53,585.21,15.85,19.28,0.0,0.0,48.53,,,,20.777558832327212,60.255132221273726
275,2001,22.95,12.68,10.75,12.48,2.7,2.33,279.79,735.79,3.21,8.33,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2002,22.95,12.68,10.75,12.48,2.7,2.33,279.94,469.93,6.09,9.46,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2003,22.95,12.68,10.75,12.48,2.7,2.33,278.64,514.62,5.77,8.81,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2004,22.95,12.68,10.75,12.48,2.7,2.33,279.74,628.53,7.05,7.53,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2005,22.95,12.68,10.75,12.48,2.7,2.33,280.35,587.71,5.45,9.46,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2006,22.95,12.68,10.75,12.48,2.7,2.33,280.39,625.86,5.77,9.78,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2007,22.95,12.68,10.75,12.48,2.7,2.33,280.55,649.7,6.09,9.78,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2008,22.95,12.68,10.75,12.48,2.7,2.33,281.15,770.66,6.73,9.78,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2009,22.95,12.68,10.75,12.48,2.7,2.33,280.05,544.15,6.73,9.13,0.0,0.0,69.39,,,21.568689352795353,60.24325007265617
275,2010,22.95,12.68,10.75,12.48,2.7,2.33,278.52,528.07,2.88,12.02,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2011,22.95,12.68,10.75,12.48,2.7,2.33,280.44,677.65,3.53,10.74,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2012,22.95,12.68,10.75,12.48,2.7,2.33,279.68,726.27,4.49,11.06,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2013,22.95,12.68,10.75,12.48,2.7,2.33,280.28,526.71,4.81,11.38,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2014,22.95,12.68,10.75,12.48,2.7,2.33,280.82,584.93,7.37,8.81,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2015,22.95,12.68,10.75,12.48,2.7,2.33,281.3,652.11,8.97,7.21,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2016,22.95,12.68,10.75,12.48,2.7,2.33,280.08,465.28,9.94,6.57,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2017,22.95,12.68,10.75,12.48,2.7,2.33,279.97,618.16,11.54,5.61,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2018,22.95,12.68,10.75,12.48,2.7,2.33,278.98,433.85,7.05,10.1,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2019,22.95,12.68,10.75,12.48,2.7,2.33,280.18,707.72,5.45,11.38,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
275,2020,22.95,12.68,10.75,12.48,2.7,2.33,281.81,679.37,6.73,11.06,0.0,0.0,69.07,,,21.568689352795353,60.24325007265617
276,2001,444.97,36.44,20.62,35.8,1.81,1.5,1.51514e-05,278.63,277.93,576.16,42.3,9.35,0.25,2.45,32.67,29.543422927883636,59.90211234175383
276,2002,444.97,36.44,20.62,35.8,1.81,1.5,1.63531e-05,278.69,277.94,438.03,42.64,7.89,0.0,2.47,32.78,29.543422927883636,59.90211234175383
276,2003,444.97,36.44,20.62,35.8,1.81,1.5,1.3429e-05,278.25,277.7,671.71,42.22,8.05,0.0,2.47,32.79,29.543422927883636,59.90211234175383
276,2004,444.97,36.44,20.62,35.8,1.81,1.5,1.34514e-05,278.37,277.8,627.6,41.89,8.94,0.0,2.47,32.81,29.543422927883636,59.90211234175383
276,2005,444.97,36.44,20.62,35.8,1.81,1.5,1.55157e-05,279.13,278.57,541.27,41.73,9.47,0.0,2.47,32.81,29.543422927883636,59.90211234175383
276,2006,444.97,36.44,20.62,35.8,1.81,1.5,1.55577e-05,279.45,278.81,401.58,41.23,10.11,0.0,2.47,32.83,29.543422927883636,59.90211234175383
276,2007,444.97,36.44,20.62,35.8,1.81,1.5,1.59941e-05,279.41,279.08,500.05,42.11,10.26,0.0,2.49,32.81,29.543422927883636,59.90211234175383
276,2008,444.97,36.44,20.62,35.8,1.81,1.5,1.55318e-05,279.38,279.47,645.59,41.96,9.79,0.0,2.51,32.85,29.543422927883636,59.90211234175383
276,2009,444.97,36.44,20.62,35.8,1.81,1.5,1.53865e-05,278.36,278.41,664.07,40.94,9.56,0.0,2.52,32.81,29.543422927883636,59.90211234175383
276,2010,444.97,36.44,20.62,35.8,1.81,1.5,1.57082e-05,279.37,277.61,640.97,39.49,10.11,0.0,2.52,32.78,29.543422927883636,59.90211234175383
276,2011,444.97,36.44,20.62,35.8,1.81,1.5,1.57542e-05,279.85,278.67,589.42,39.84,9.74,0.0,2.52,32.74,29.543422927883636,59.90211234175383
276,2012,444.97,36.44,20.62,35.8,1.81,1.5,1.60488e-05,278.66,277.5,715.47,42.75,7.61,0.0,2.52,32.79,29.543422927883636,59.90211234175383
276,2013,444.97,36.44,20.62,35.8,1.81,1.5,1.63603e-05,279.55,278.66,488.27,42.77,7.67,0.0,2.52,32.81,29.543422927883636,59.90211234175383
276,2014,444.97,36.44,20.62,35.8,1.81,1.5,1.57658e-05,278.91,279.17,441.1,43.45,7.43,0.0,2.52,32.79,29.543422927883636,59.90211234175383
276,2015,444.97,36.44,20.62,35.8,1.81,1.5,1.45304e-05,279.36,279.64,428.2,42.9,7.36,0.06,2.56,32.79,29.543422927883636,59.90211234175383
276,2016,444.97,36.44,20.62,35.8,1.81,1.5,1.50242e-05,278.88,278.75,677.51,42.59,6.78,0.04,2.56,32.79,29.543422927883636,59.90211234175383
276,2017,444.97,36.44,20.62,35.8,1.81,1.5,1.52016e-05,278.17,278.41,620.85,43.2,6.51,0.0,2.59,32.79,29.543422927883636,59.90211234175383
276,2018,444.97,36.44,20.62,35.8,1.81,1.5,1.71916e-05,279.22,279.37,398.31,42.22,7.27,0.0,2.61,32.79,29.543422927883636,59.90211234175383
276,2019,444.97,36.44,20.62,35.8,1.81,1.5,1.6406e-05,279.32,279.26,554.12,42.77,7.62,0.0,2.63,32.78,29.543422927883636,59.90211234175383
276,2020,444.97,36.44,20.62,35.8,1.81,1.5,1.78009e-05,280.2,280.47,532.07,44.1,7.21,0.02,2.63,32.76,29.543422927883636,59.90211234175383
277,2001,833.07,19.98,16.41,17.39,2.57,2.07,1.78394e-05,280.28,280.11,613.87,13.81,26.9,0.13,0.0,46.9,19.904190314984394,60.24663121201341
277,2002,833.07,19.98,16.41,17.39,2.57,2.07,1.71333e-05,280.68,280.4,443.11,11.44,32.11,0.22,0.0,46.92,19.904190314984394,60.24663121201341
277,2003,833.07,19.98,16.41,17.39,2.57,2.07,1.62308e-05,279.63,279.43,463.48,9.86,33.01,0.2,0.0,46.93,19.904190314984394,60.24663121201341
277,2004,833.07,19.98,16.41,17.39,2.57,2.07,1.77141e-05,280.31,280.22,479.06,11.51,32.12,0.09,0.0,46.96,19.904190314984394,60.24663121201341
277,2005,833.07,19.98,16.41,17.39,2.57,2.07,1.67576e-05,280.65,280.54,497.34,11.74,32.37,0.07,0.0,46.99,19.904190314984394,60.24663121201341
277,2006,833.07,19.98,16.41,17.39,2.57,2.07,1.64753e-05,280.75,280.7,492.63,10.51,33.34,0.05,0.0,46.98,19.904190314984394,60.24663121201341
277,2007,833.07,19.98,16.41,17.39,2.57,2.07,1.75403e-05,280.76,280.6,583.61,12.51,32.26,0.04,0.0,46.98,19.904190314984394,60.24663121201341
277,2008,833.07,19.98,16.41,17.39,2.57,2.07,1.74705e-05,281.41,281.19,706.33,16.54,29.28,0.0,0.0,46.98,19.904190314984394,60.24663121201341
277,2009,833.07,19.98,16.41,17.39,2.57,2.07,1.74458e-05,280.58,280.33,535.32,15.94,29.41,0.0,0.0,46.98,19.904190314984394,60.24663121201341
277,2010,833.07,19.98,16.41,17.39,2.57,2.07,1.63251e-05,279.11,278.49,521.47,13.84,30.71,0.0,0.0,46.93,19.904190314984394,60.24663121201341
277,2011,833.07,19.98,16.41,17.39,2.57,2.07,1.68026e-05,280.72,280.5,544.18,13.28,31.35,0.0,0.0,46.92,19.904190314984394,60.24663121201341
277,2012,833.07,19.98,16.41,17.39,2.57,2.07,1.81241e-05,280.07,279.89,792.34,14.66,30.44,0.0,0.0,46.94,19.904190314984394,60.24663121201341
277,2013,833.07,19.98,16.41,17.39,2.57,2.07,1.68071e-05,280.53,280.4,511.97,14.34,30.74,0.0,0.0,46.96,19.904190314984394,60.24663121201341
277,2014,833.07,19.98,16.41,17.39,2.57,2.07,1.63204e-05,281.34,281.02,497.55,15.68,29.93,0.01,0.0,46.95,19.904190314984394,60.24663121201341
277,2015,833.07,19.98,16.41,17.39,2.57,2.07,1.69126e-05,281.5,281.29,615.62,16.86,28.94,0.01,0.0,46.95,19.904190314984394,60.24663121201341
277,2016,833.07,19.98,16.41,17.39,2.57,2.07,1.58623e-05,280.65,280.27,434.97,17.3,28.63,0.02,0.0,46.96,19.904190314984394,60.24663121201341
277,2017,833.07,19.98,16.41,17.39,2.57,2.07,1.56734e-05,280.44,280.15,562.99,20.59,25.71,0.04,0.0,46.95,19.904190314984394,60.24663121201341
277,2018,833.07,19.98,16.41,17.39,2.57,2.07,1.56706e-05,280.13,279.79,362.5,15.75,29.78,0.0,0.0,46.96,19.904190314984394,60.24663121201341
277,2019,833.07,19.98,16.41,17.39,2.57,2.07,1.77139e-05,280.67,280.47,717.58,13.62,32.81,0.01,0.0,46.95,19.904190314984394,60.24663121201341
277,2020,833.07,19.98,16.41,17.39,2.57,2.07,1.79053e-05,281.99,281.82,517.12,13.77,33.3,0.02,0.0,46.98,19.904190314984394,60.24663121201341
278,2001,25.94,12.03,8.75,12.4,2.23,1.95,280.19,620.99,6.27,20.85,0.0,0.0,51.1,,,20.376893324880175,60.242212955237804
278,2002,25.94,12.03,8.75,12.4,2.23,1.95,280.44,445.46,6.58,25.55,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2003,25.94,12.03,8.75,12.4,2.23,1.95,279.38,463.1,3.76,27.12,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2004,25.94,12.03,8.75,12.4,2.23,1.95,280.27,489.45,5.64,25.24,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2005,25.94,12.03,8.75,12.4,2.23,1.95,280.61,498.45,4.7,25.55,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2006,25.94,12.03,8.75,12.4,2.23,1.95,280.7,506.42,2.82,27.43,0.0,0.0,51.72,,,20.376893324880175,60.242212955237804
278,2007,25.94,12.03,8.75,12.4,2.23,1.95,280.7,597.18,4.08,26.8,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2008,25.94,12.03,8.75,12.4,2.23,1.95,281.29,702.67,6.58,25.71,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2009,25.94,12.03,8.75,12.4,2.23,1.95,280.39,534.08,6.27,26.02,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2010,25.94,12.03,8.75,12.4,2.23,1.95,278.66,519.76,4.08,26.8,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2011,25.94,12.03,8.75,12.4,2.23,1.95,280.57,564.0,3.45,27.43,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2012,25.94,12.03,8.75,12.4,2.23,1.95,279.96,768.56,5.64,26.33,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2013,25.94,12.03,8.75,12.4,2.23,1.95,280.42,523.18,5.02,25.86,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2014,25.94,12.03,8.75,12.4,2.23,1.95,281.01,505.97,10.03,21.63,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2015,25.94,12.03,8.75,12.4,2.23,1.95,281.4,631.82,15.2,17.08,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2016,25.94,12.03,8.75,12.4,2.23,1.95,280.3,434.77,16.61,16.3,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2017,25.94,12.03,8.75,12.4,2.23,1.95,280.11,572.84,18.34,15.52,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2018,25.94,12.03,8.75,12.4,2.23,1.95,279.29,367.57,12.85,20.06,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2019,25.94,12.03,8.75,12.4,2.23,1.95,280.4,713.73,13.17,20.38,0.0,0.0,51.41,,,20.376893324880175,60.242212955237804
278,2020,25.94,12.03,8.75,12.4,2.23,1.95,281.89,547.21,14.26,19.91,0.0,0.0,51.1,,,20.376893324880175,60.242212955237804
279,2001,33.92,10.16,7.1,11.82,0.69,0.48,1.05985e-05,278.94,277.92,618.23,4.03,2.75,0.37,54.21,14.29,30.130165205089632,59.84486220019205
279,2002,33.92,10.16,7.1,11.82,0.69,0.48,1.16419e-05,279.06,277.97,516.29,3.3,2.01,0.0,54.21,14.29,30.130165205089632,59.84486220019205
279,2003,33.92,10.16,7.1,11.82,0.69,0.48,9.1834e-06,278.57,277.67,749.04,3.66,1.83,0.37,54.21,14.29,30.130165205089632,59.84486220019205
279,2004,33.92,10.16,7.1,11.82,0.69,0.48,9.1377e-06,278.67,277.69,641.55,3.3,1.83,0.73,54.21,14.29,30.130165205089632,59.84486220019205
279,2005,33.92,10.16,7.1,11.82,0.69,0.48,1.04639e-05,279.29,278.42,590.0,3.3,5.13,0.0,54.21,14.29,30.130165205089632,59.84486220019205
279,2006,33.92,10.16,7.1,11.82,0.69,0.48,1.07701e-05,279.7,278.71,473.77,3.3,2.56,0.0,54.58,14.29,30.130165205089632,59.84486220019205
279,2007,33.92,10.16,7.1,11.82,0.69,0.48,1.1118e-05,279.61,279.07,512.43,3.66,1.83,0.0,55.31,14.29,30.130165205089632,59.84486220019205
279,2008,33.92,10.16,7.1,11.82,0.69,0.48,1.07252e-05,279.53,279.46,675.2,3.66,1.83,0.0,55.68,14.29,30.130165205089632,59.84486220019205
279,2009,33.92,10.16,7.1,11.82,0.69,0.48,1.07809e-05,278.52,278.38,733.35,3.3,0.37,0.0,55.68,14.29,30.130165205089632,59.84486220019205
279,2010,33.92,10.16,7.1,11.82,0.69,0.48,1.08026e-05,279.48,277.47,729.23,2.75,0.73,0.0,55.68,14.29,30.130165205089632,59.84486220019205
279,2011,33.92,10.16,7.1,11.82,0.69,0.48,1.09014e-05,279.8,278.4,633.37,2.93,1.83,0.0,55.68,14.29,30.130165205089632,59.84486220019205
279,2012,33.92,10.16,7.1,11.82,0.69,0.48,1.13928e-05,278.82,277.28,769.31,3.3,2.2,0.0,56.04,14.29,30.130165205089632,59.84486220019205
279,2013,33.92,10.16,7.1,11.82,0.69,0.48,1.18246e-05,279.73,278.64,550.26,3.3,2.2,0.0,56.04,14.29,30.130165205089632,59.84486220019205
279,2014,33.92,10.16,7.1,11.82,0.69,0.48,1.12652e-05,279.09,279.15,505.4,3.3,2.2,0.0,57.51,14.29,30.130165205089632,59.84486220019205
279,2015,33.92,10.16,7.1,11.82,0.69,0.48,9.9829e-06,279.39,279.45,504.7,3.3,1.83,0.0,58.24,14.29,30.130165205089632,59.84486220019205
279,2016,33.92,10.16,7.1,11.82,0.69,0.48,1.03576e-05,278.92,278.5,789.41,3.3,1.83,0.0,58.24,14.29,30.130165205089632,59.84486220019205
279,2017,33.92,10.16,7.1,11.82,0.69,0.48,1.09004e-05,278.26,278.3,742.69,3.3,1.83,0.0,58.24,14.29,30.130165205089632,59.84486220019205
279,2018,33.92,10.16,7.1,11.82,0.69,0.48,1.19465e-05,279.15,278.94,481.77,3.3,2.2,0.0,58.24,14.29,30.130165205089632,59.84486220019205
279,2019,33.92,10.16,7.1,11.82,0.69,0.48,1.17007e-05,279.33,278.91,630.5,3.66,3.66,0.0,58.24,14.29,30.130165205089632,59.84486220019205
279,2020,33.92,10.16,7.1,11.82,0.69,0.48,1.27314e-05,280.39,280.4,606.1,4.03,4.03,0.0,59.71,14.29,30.130165205089632,59.84486220019205
280,2001,3565.72,28.94,19.82,26.96,3.13,2.63,1.75415e-05,278.48,278.7,714.99,18.44,37.21,0.54,0.55,28.99,22.923850583694104,60.20069825526139
280,2002,3565.72,28.94,19.82,26.96,3.13,2.63,1.76451e-05,278.8,278.88,487.27,14.08,38.93,0.52,0.55,29.25,22.923850583694104,60.20069825526139
280,2003,3565.72,28.94,19.82,26.96,3.13,2.63,1.4932e-05,278.08,278.17,525.3,14.27,38.13,0.4,0.55,29.44,22.923850583694104,60.20069825526139
280,2004,3565.72,28.94,19.82,26.96,3.13,2.63,1.49857e-05,278.57,278.88,761.49,15.3,37.32,0.12,0.55,29.53,22.923850583694104,60.20069825526139
280,2005,3565.72,28.94,19.82,26.96,3.13,2.63,1.60845e-05,279.22,279.44,677.36,15.03,38.44,0.09,0.55,29.49,22.923850583694104,60.20069825526139
280,2006,3565.72,28.94,19.82,26.96,3.13,2.63,1.54805e-05,279.24,279.73,632.09,13.52,39.09,0.03,0.56,29.51,22.923850583694104,60.20069825526139
280,2007,3565.72,28.94,19.82,26.96,3.13,2.63,1.65712e-05,279.66,279.78,747.2,14.35,39.16,0.04,0.56,29.51,22.923850583694104,60.20069825526139
280,2008,3565.72,28.94,19.82,26.96,3.13,2.63,1.65609e-05,280.1,280.33,847.93,15.57,37.44,0.03,0.56,29.5,22.923850583694104,60.20069825526139
280,2009,3565.72,28.94,19.82,26.96,3.13,2.63,1.5759e-05,278.78,278.99,541.05,12.9,37.28,0.04,0.56,29.53,22.923850583694104,60.20069825526139
280,2010,3565.72,28.94,19.82,26.96,3.13,2.63,1.57804e-05,278.36,277.43,563.69,10.12,39.0,0.04,0.56,29.32,22.923850583694104,60.20069825526139
