ID,YEAR,A,H,H_std,H_med,S,S_med,ET,ST,T,P,FL,SL,CL,UL,WL,lon,lat
1,2001,39613.01,409.94,249.63,358.15,3.38,1.96,6.9548e-06,273.9,271.43,575.46,3.53,42.9,0.0,0.01,1.9,22.09614636767742,67.89912344563412
1,2002,39613.01,409.94,249.63,358.15,3.38,1.96,8.7106e-06,274.08,272.41,444.75,4.36,42.83,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2003,39613.01,409.94,249.63,358.15,3.38,1.96,8.0406e-06,274.12,272.9,469.57,4.12,41.88,0.0,0.01,1.84,22.09614636767742,67.89912344563412
1,2004,39613.01,409.94,249.63,358.15,3.38,1.96,7.3551e-06,273.88,272.68,624.62,3.85,41.9,0.0,0.01,1.87,22.09614636767742,67.89912344563412
1,2005,39613.01,409.94,249.63,358.15,3.38,1.96,9.0534e-06,274.54,273.3,621.38,4.04,42.96,0.0,0.01,1.89,22.09614636767742,67.89912344563412
1,2006,39613.01,409.94,249.63,358.15,3.38,1.96,9.2593e-06,274.74,273.39,498.89,4.04,42.71,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2007,39613.01,409.94,249.63,358.15,3.38,1.96,8.3122e-06,274.73,273.0,584.63,4.29,43.22,0.0,0.01,1.87,22.09614636767742,67.89912344563412
1,2008,39613.01,409.94,249.63,358.15,3.38,1.96,7.8924e-06,274.44,272.95,570.44,3.32,43.56,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2009,39613.01,409.94,249.63,358.15,3.38,1.96,8.6883e-06,274.5,272.89,425.37,2.62,42.56,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2010,39613.01,409.94,249.63,358.15,3.38,1.96,7.9458e-06,273.38,270.93,490.49,2.14,42.69,0.0,0.01,1.84,22.09614636767742,67.89912344563412
1,2011,39613.01,409.94,249.63,358.15,3.38,1.96,9.0624e-06,274.66,273.14,626.36,2.83,43.98,0.0,0.01,1.82,22.09614636767742,67.89912344563412
1,2012,39613.01,409.94,249.63,358.15,3.38,1.96,8.5613e-06,273.53,271.33,615.15,2.48,44.83,0.0,0.01,1.82,22.09614636767742,67.89912344563412
1,2013,39613.01,409.94,249.63,358.15,3.38,1.96,9.6184e-06,274.89,272.97,525.6,2.88,45.52,0.0,0.01,1.83,22.09614636767742,67.89912344563412
1,2014,39613.01,409.94,249.63,358.15,3.38,1.96,9.4815e-06,274.22,272.8,487.08,3.26,45.23,0.0,0.01,1.83,22.09614636767742,67.89912344563412
1,2015,39613.01,409.94,249.63,358.15,3.38,1.96,8.0772e-06,274.31,273.22,619.61,2.75,44.48,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2016,39613.01,409.94,249.63,358.15,3.38,1.96,9.2441e-06,274.16,273.05,659.76,2.32,42.83,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2017,39613.01,409.94,249.63,358.15,3.38,1.96,8.0657e-06,273.4,271.94,569.28,1.94,42.0,0.0,0.01,1.86,22.09614636767742,67.89912344563412
1,2018,39613.01,409.94,249.63,358.15,3.38,1.96,1.01498e-05,274.77,273.45,425.43,2.1,41.84,0.0,0.01,1.84,22.09614636767742,67.89912344563412
1,2019,39613.01,409.94,249.63,358.15,3.38,1.96,9.3809e-06,273.79,272.37,564.42,2.42,42.11,0.0,0.01,1.83,22.09614636767742,67.89912344563412
1,2020,39613.01,409.94,249.63,358.15,3.38,1.96,9.5869e-06,274.53,273.63,605.15,1.53,41.82,0.0,0.01,1.85,22.09614636767742,67.89912344563412
2,2001,50917.75,234.44,78.82,230.79,2.0,1.36,8.3938e-06,274.5,272.5,539.87,4.21,58.22,0.0,0.01,2.05,26.609892691097695,67.3394478323987
2,2002,50917.75,234.44,78.82,230.79,2.0,1.36,9.9309e-06,274.6,273.19,505.65,4.63,58.62,0.0,0.01,2.0,26.609892691097695,67.3394478323987
2,2003,50917.75,234.44,78.82,230.79,2.0,1.36,9.1622e-06,274.77,273.69,493.93,3.81,56.08,0.0,0.01,1.97,26.609892691097695,67.3394478323987
2,2004,50917.75,234.44,78.82,230.79,2.0,1.36,8.4014e-06,274.49,273.51,612.2,3.63,58.48,0.0,0.01,1.96,26.609892691097695,67.3394478323987
2,2005,50917.75,234.44,78.82,230.79,2.0,1.36,1.02821e-05,275.22,274.26,639.82,3.82,58.8,0.0,0.01,1.97,26.609892691097695,67.3394478323987
2,2006,50917.75,234.44,78.82,230.79,2.0,1.36,1.09816e-05,275.39,274.25,457.6,3.66,57.67,0.0,0.01,1.96,26.609892691097695,67.3394478323987
2,2007,50917.75,234.44,78.82,230.79,2.0,1.36,9.2398e-06,275.33,274.04,591.12,3.86,59.7,0.0,0.01,1.96,26.609892691097695,67.3394478323987
2,2008,50917.75,234.44,78.82,230.79,2.0,1.36,8.6104e-06,274.84,273.8,604.3,2.93,60.06,0.0,0.01,1.96,26.609892691097695,67.3394478323987
2,2009,50917.75,234.44,78.82,230.79,2.0,1.36,1.00934e-05,275.02,273.74,468.64,2.41,58.59,0.0,0.01,1.96,26.609892691097695,67.3394478323987
2,2010,50917.75,234.44,78.82,230.79,2.0,1.36,9.319e-06,274.02,272.06,490.21,1.88,60.18,0.0,0.01,1.93,26.609892691097695,67.3394478323987
2,2011,50917.75,234.44,78.82,230.79,2.0,1.36,1.10182e-05,275.01,274.13,593.56,2.82,61.78,0.0,0.01,1.89,26.609892691097695,67.3394478323987
2,2012,50917.75,234.44,78.82,230.79,2.0,1.36,1.0203e-05,274.36,272.33,593.85,2.67,62.79,0.0,0.01,1.89,26.609892691097695,67.3394478323987
2,2013,50917.75,234.44,78.82,230.79,2.0,1.36,1.13921e-05,275.66,274.01,461.46,3.32,64.3,0.0,0.01,1.89,26.609892691097695,67.3394478323987
2,2014,50917.75,234.44,78.82,230.79,2.0,1.36,1.11329e-05,274.72,273.83,523.18,4.02,64.12,0.0,0.01,1.89,26.609892691097695,67.3394478323987
2,2015,50917.75,234.44,78.82,230.79,2.0,1.36,8.991e-06,275.1,274.34,667.2,2.9,63.74,0.0,0.01,1.92,26.609892691097695,67.3394478323987
2,2016,50917.75,234.44,78.82,230.79,2.0,1.36,1.08056e-05,275.31,274.34,660.0,1.92,62.72,0.0,0.01,1.94,26.609892691097695,67.3394478323987
2,2017,50917.75,234.44,78.82,230.79,2.0,1.36,9.1731e-06,274.01,272.98,522.21,1.38,58.9,0.0,0.01,1.93,26.609892691097695,67.3394478323987
2,2018,50917.75,234.44,78.82,230.79,2.0,1.36,1.21327e-05,275.6,274.78,472.45,1.8,59.5,0.0,0.01,1.92,26.609892691097695,67.3394478323987
2,2019,50917.75,234.44,78.82,230.79,2.0,1.36,1.07351e-05,274.49,273.61,571.0,1.91,58.47,0.0,0.01,1.91,26.609892691097695,67.3394478323987
2,2020,50917.75,234.44,78.82,230.79,2.0,1.36,1.17146e-05,275.66,275.15,609.08,0.98,59.65,0.0,0.01,1.93,26.609892691097695,67.3394478323987
3,2001,17673.97,405.48,292.11,345.78,4.04,2.2,7.632e-06,274.12,271.68,589.09,3.79,56.49,0.0,0.01,2.11,21.157520556115074,67.17587729990016
3,2002,17673.97,405.48,292.11,345.78,4.04,2.2,9.7871e-06,274.19,272.67,443.43,4.15,56.83,0.0,0.01,2.08,21.157520556115074,67.17587729990016
3,2003,17673.97,405.48,292.11,345.78,4.04,2.2,8.8872e-06,274.2,273.14,439.07,4.29,55.47,0.0,0.01,2.05,21.157520556115074,67.17587729990016
3,2004,17673.97,405.48,292.11,345.78,4.04,2.2,7.9193e-06,273.9,272.82,624.66,4.02,55.0,0.0,0.01,2.1,21.157520556115074,67.17587729990016
3,2005,17673.97,405.48,292.11,345.78,4.04,2.2,9.8115e-06,274.63,273.51,642.27,4.45,56.79,0.0,0.01,2.11,21.157520556115074,67.17587729990016
3,2006,17673.97,405.48,292.11,345.78,4.04,2.2,9.7876e-06,274.98,273.77,513.49,4.49,56.51,0.0,0.01,2.09,21.157520556115074,67.17587729990016
3,2007,17673.97,405.48,292.11,345.78,4.04,2.2,9.3345e-06,275.01,273.29,609.21,4.94,56.85,0.0,0.01,2.1,21.157520556115074,67.17587729990016
3,2008,17673.97,405.48,292.11,345.78,4.04,2.2,9.1963e-06,274.75,273.42,616.86,3.98,57.24,0.0,0.01,2.09,21.157520556115074,67.17587729990016
3,2009,17673.97,405.48,292.11,345.78,4.04,2.2,9.7901e-06,274.85,273.29,444.54,3.07,55.52,0.0,0.01,2.09,21.157520556115074,67.17587729990016
3,2010,17673.97,405.48,292.11,345.78,4.04,2.2,8.9408e-06,273.58,271.21,512.02,2.57,55.06,0.0,0.01,2.05,21.157520556115074,67.17587729990016
3,2011,17673.97,405.48,292.11,345.78,4.04,2.2,1.02204e-05,274.92,273.53,682.93,3.54,57.24,0.0,0.01,2.03,21.157520556115074,67.17587729990016
3,2012,17673.97,405.48,292.11,345.78,4.04,2.2,9.7849e-06,273.92,271.84,678.24,3.26,58.66,0.0,0.01,2.04,21.157520556115074,67.17587729990016
3,2013,17673.97,405.48,292.11,345.78,4.04,2.2,1.07884e-05,275.2,273.4,562.88,3.74,59.89,0.0,0.01,2.04,21.157520556115074,67.17587729990016
3,2014,17673.97,405.48,292.11,345.78,4.04,2.2,1.08302e-05,274.67,273.41,470.34,3.95,59.92,0.0,0.01,2.03,21.157520556115074,67.17587729990016
3,2015,17673.97,405.48,292.11,345.78,4.04,2.2,9.5811e-06,274.74,273.9,682.44,3.34,58.73,0.0,0.01,2.07,21.157520556115074,67.17587729990016
3,2016,17673.97,405.48,292.11,345.78,4.04,2.2,1.04145e-05,274.52,273.48,675.41,2.67,55.8,0.0,0.01,2.06,21.157520556115074,67.17587729990016
3,2017,17673.97,405.48,292.11,345.78,4.04,2.2,9.1668e-06,273.85,272.51,638.06,2.26,55.49,0.0,0.01,2.06,21.157520556115074,67.17587729990016
3,2018,17673.97,405.48,292.11,345.78,4.04,2.2,1.15023e-05,275.27,273.98,412.18,2.2,54.95,0.0,0.01,2.05,21.157520556115074,67.17587729990016
3,2019,17673.97,405.48,292.11,345.78,4.04,2.2,1.07336e-05,274.24,272.94,581.27,2.43,55.65,0.0,0.01,2.04,21.157520556115074,67.17587729990016
3,2020,17673.97,405.48,292.11,345.78,4.04,2.2,1.07245e-05,274.94,274.21,617.46,1.69,53.99,0.0,0.01,2.07,21.157520556115074,67.17587729990016
4,2001,24934.11,601.29,325.37,536.25,6.0,3.5,6.8095e-06,273.8,271.02,700.42,3.81,36.06,0.0,0.01,4.09,18.713558955519193,67.04482151158868
4,2002,24934.11,601.29,325.37,536.25,6.0,3.5,8.8228e-06,274.09,272.24,518.41,3.29,37.84,0.0,0.01,4.05,18.713558955519193,67.04482151158868
4,2003,24934.11,601.29,325.37,536.25,6.0,3.5,8.2068e-06,274.28,272.78,569.75,3.13,36.12,0.0,0.01,3.99,18.713558955519193,67.04482151158868
4,2004,24934.11,601.29,325.37,536.25,6.0,3.5,7.3488e-06,273.75,272.36,665.2,2.84,35.5,0.0,0.01,4.06,18.713558955519193,67.04482151158868
4,2005,24934.11,601.29,325.37,536.25,6.0,3.5,8.555e-06,274.34,272.99,719.88,3.36,37.09,0.0,0.01,4.11,18.713558955519193,67.04482151158868
4,2006,24934.11,601.29,325.37,536.25,6.0,3.5,8.4549e-06,274.81,273.23,609.56,3.67,37.03,0.0,0.01,4.05,18.713558955519193,67.04482151158868
4,2007,24934.11,601.29,325.37,536.25,6.0,3.5,8.2211e-06,274.79,272.69,690.95,4.08,37.26,0.0,0.01,4.07,18.713558955519193,67.04482151158868
4,2008,24934.11,601.29,325.37,536.25,6.0,3.5,8.2058e-06,274.63,272.89,620.46,3.72,37.12,0.0,0.01,4.04,18.713558955519193,67.04482151158868
4,2009,24934.11,601.29,325.37,536.25,6.0,3.5,8.5159e-06,274.69,272.55,516.8,2.95,35.81,0.0,0.01,4.02,18.713558955519193,67.04482151158868
4,2010,24934.11,601.29,325.37,536.25,6.0,3.5,7.8111e-06,273.44,270.36,550.92,2.52,35.26,0.0,0.01,3.94,18.713558955519193,67.04482151158868
4,2011,24934.11,601.29,325.37,536.25,6.0,3.5,8.738e-06,274.83,272.94,803.37,3.37,37.06,0.0,0.01,3.94,18.713558955519193,67.04482151158868
4,2012,24934.11,601.29,325.37,536.25,6.0,3.5,8.3596e-06,273.54,271.01,670.93,3.13,38.03,0.0,0.01,3.96,18.713558955519193,67.04482151158868
4,2013,24934.11,601.29,325.37,536.25,6.0,3.5,9.3736e-06,274.79,272.64,647.29,3.45,38.95,0.0,0.01,3.95,18.713558955519193,67.04482151158868
4,2014,24934.11,601.29,325.37,536.25,6.0,3.5,9.4617e-06,274.48,272.82,492.1,3.6,38.71,0.0,0.01,3.94,18.713558955519193,67.04482151158868
4,2015,24934.11,601.29,325.37,536.25,6.0,3.5,8.2664e-06,274.28,272.96,758.78,3.11,37.6,0.0,0.01,4.03,18.713558955519193,67.04482151158868
4,2016,24934.11,601.29,325.37,536.25,6.0,3.5,8.7301e-06,274.01,272.55,629.01,2.69,35.34,0.0,0.01,4.0,18.713558955519193,67.04482151158868
4,2017,24934.11,601.29,325.37,536.25,6.0,3.5,8.099e-06,273.56,271.85,685.08,2.45,35.14,0.0,0.01,4.02,18.713558955519193,67.04482151158868
4,2018,24934.11,601.29,325.37,536.25,6.0,3.5,9.9413e-06,274.81,273.08,502.04,2.4,34.85,0.0,0.01,3.97,18.713558955519193,67.04482151158868
4,2019,24934.11,601.29,325.37,536.25,6.0,3.5,9.2549e-06,274.08,272.23,632.05,2.55,36.05,0.0,0.01,3.96,18.713558955519193,67.04482151158868
4,2020,24934.11,601.29,325.37,536.25,6.0,3.5,9.0225e-06,274.48,273.24,678.48,1.88,34.69,0.0,0.01,4.01,18.713558955519193,67.04482151158868
5,2001,4137.39,264.57,124.39,297.4,2.55,1.71,9.2873e-06,275.01,273.25,603.76,6.36,87.16,0.0,0.02,1.4,21.31200133797818,66.4827046700606
5,2002,4137.39,264.57,124.39,297.4,2.55,1.71,1.16976e-05,274.78,273.85,452.15,9.67,85.65,0.0,0.02,1.36,21.31200133797818,66.4827046700606
5,2003,4137.39,264.57,124.39,297.4,2.55,1.71,1.04947e-05,274.86,274.34,431.28,10.8,83.05,0.0,0.02,1.33,21.31200133797818,66.4827046700606
5,2004,4137.39,264.57,124.39,297.4,2.55,1.71,9.309e-06,274.41,273.94,617.48,10.36,83.3,0.0,0.02,1.33,21.31200133797818,66.4827046700606
5,2005,4137.39,264.57,124.39,297.4,2.55,1.71,1.13963e-05,275.22,274.68,675.54,11.33,83.0,0.0,0.02,1.33,21.31200133797818,66.4827046700606
5,2006,4137.39,264.57,124.39,297.4,2.55,1.71,1.15627e-05,275.74,275.05,512.55,10.94,83.03,0.0,0.02,1.32,21.31200133797818,66.4827046700606
5,2007,4137.39,264.57,124.39,297.4,2.55,1.71,1.13208e-05,275.94,274.49,652.88,11.7,82.83,0.0,0.02,1.32,21.31200133797818,66.4827046700606
5,2008,4137.39,264.57,124.39,297.4,2.55,1.71,1.11475e-05,275.54,274.7,652.84,9.3,84.88,0.0,0.02,1.31,21.31200133797818,66.4827046700606
5,2009,4137.39,264.57,124.39,297.4,2.55,1.71,1.1738e-05,275.61,274.49,469.75,7.23,85.6,0.0,0.02,1.31,21.31200133797818,66.4827046700606
5,2010,4137.39,264.57,124.39,297.4,2.55,1.71,1.09522e-05,274.21,272.36,549.37,6.36,86.22,0.0,0.02,1.3,21.31200133797818,66.4827046700606
5,2011,4137.39,264.57,124.39,297.4,2.55,1.71,1.22533e-05,275.59,274.79,787.79,7.83,86.64,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2012,4137.39,264.57,124.39,297.4,2.55,1.71,1.21501e-05,274.78,273.15,755.18,6.82,88.27,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2013,4137.39,264.57,124.39,297.4,2.55,1.71,1.29766e-05,276.03,274.62,578.59,8.08,87.89,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2014,4137.39,264.57,124.39,297.4,2.55,1.71,1.32278e-05,275.51,274.8,472.6,8.72,87.46,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2015,4137.39,264.57,124.39,297.4,2.55,1.71,1.13385e-05,275.69,275.31,750.51,8.27,87.86,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2016,4137.39,264.57,124.39,297.4,2.55,1.71,1.22137e-05,275.69,274.75,674.26,7.45,87.27,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2017,4137.39,264.57,124.39,297.4,2.55,1.71,1.09824e-05,274.88,273.97,656.52,6.18,87.19,0.0,0.02,1.3,21.31200133797818,66.4827046700606
5,2018,4137.39,264.57,124.39,297.4,2.55,1.71,1.38014e-05,276.3,275.37,430.11,5.83,86.92,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2019,4137.39,264.57,124.39,297.4,2.55,1.71,1.33174e-05,275.07,274.35,599.66,6.86,87.01,0.0,0.02,1.29,21.31200133797818,66.4827046700606
5,2020,4137.39,264.57,124.39,297.4,2.55,1.71,1.29243e-05,275.97,275.73,648.27,5.18,86.26,0.0,0.02,1.3,21.31200133797818,66.4827046700606
6,2001,11208.98,485.82,247.07,456.61,4.28,2.88,7.9021e-06,274.49,271.86,735.08,4.21,51.25,0.01,0.0,3.77,18.828899863001237,66.23780251336085
6,2002,11208.98,485.82,247.07,456.61,4.28,2.88,1.0176e-05,274.73,273.04,468.12,3.9,54.72,0.0,0.0,3.67,18.828899863001237,66.23780251336085
6,2003,11208.98,485.82,247.07,456.61,4.28,2.88,9.3866e-06,274.75,273.48,503.17,4.28,53.04,0.0,0.0,3.6,18.828899863001237,66.23780251336085
6,2004,11208.98,485.82,247.07,456.61,4.28,2.88,8.2132e-06,274.19,272.99,638.57,3.93,52.92,0.0,0.0,3.67,18.828899863001237,66.23780251336085
6,2005,11208.98,485.82,247.07,456.61,4.28,2.88,9.7874e-06,274.82,273.75,670.81,4.6,54.41,0.0,0.0,3.69,18.828899863001237,66.23780251336085
6,2006,11208.98,485.82,247.07,456.61,4.28,2.88,9.8824e-06,275.37,274.11,577.76,4.96,54.16,0.0,0.0,3.65,18.828899863001237,66.23780251336085
6,2007,11208.98,485.82,247.07,456.61,4.28,2.88,9.6841e-06,275.47,273.52,646.06,5.36,54.46,0.0,0.0,3.65,18.828899863001237,66.23780251336085
6,2008,11208.98,485.82,247.07,456.61,4.28,2.88,9.6821e-06,275.21,273.82,621.32,4.86,54.39,0.0,0.0,3.62,18.828899863001237,66.23780251336085
6,2009,11208.98,485.82,247.07,456.61,4.28,2.88,1.01204e-05,275.23,273.38,531.65,4.06,52.73,0.0,0.0,3.6,18.828899863001237,66.23780251336085
6,2010,11208.98,485.82,247.07,456.61,4.28,2.88,9.4495e-06,273.87,271.13,528.7,3.41,52.66,0.0,0.0,3.55,18.828899863001237,66.23780251336085
6,2011,11208.98,485.82,247.07,456.61,4.28,2.88,1.06329e-05,275.35,273.9,798.89,4.84,55.44,0.0,0.0,3.53,18.828899863001237,66.23780251336085
6,2012,11208.98,485.82,247.07,456.61,4.28,2.88,1.03683e-05,274.21,271.95,701.51,4.41,56.25,0.0,0.0,3.52,18.828899863001237,66.23780251336085
6,2013,11208.98,485.82,247.07,456.61,4.28,2.88,1.14905e-05,275.47,273.65,569.48,5.03,57.25,0.0,0.0,3.51,18.828899863001237,66.23780251336085
6,2014,11208.98,485.82,247.07,456.61,4.28,2.88,1.16147e-05,275.15,273.95,453.97,5.51,56.48,0.0,0.0,3.48,18.828899863001237,66.23780251336085
6,2015,11208.98,485.82,247.07,456.61,4.28,2.88,1.00758e-05,274.97,273.97,712.34,4.85,55.83,0.0,0.0,3.52,18.828899863001237,66.23780251336085
6,2016,11208.98,485.82,247.07,456.61,4.28,2.88,1.04195e-05,274.81,273.49,567.56,4.24,53.64,0.0,0.0,3.51,18.828899863001237,66.23780251336085
6,2017,11208.98,485.82,247.07,456.61,4.28,2.88,9.7534e-06,274.27,272.85,645.35,3.75,53.16,0.0,0.0,3.51,18.828899863001237,66.23780251336085
6,2018,11208.98,485.82,247.07,456.61,4.28,2.88,1.19607e-05,275.54,274.05,468.37,3.42,52.84,0.0,0.0,3.49,18.828899863001237,66.23780251336085
6,2019,11208.98,485.82,247.07,456.61,4.28,2.88,1.14435e-05,274.57,273.27,588.37,3.43,54.75,0.0,0.0,3.48,18.828899863001237,66.23780251336085
6,2020,11208.98,485.82,247.07,456.61,4.28,2.88,1.11745e-05,275.22,274.42,658.95,2.61,53.12,0.0,0.0,3.52,18.828899863001237,66.23780251336085
7,2001,575.66,162.98,87.59,164.2,2.22,1.8,1.14467e-05,275.52,274.52,612.23,8.97,87.6,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2002,575.66,162.98,87.59,164.2,2.22,1.8,1.22604e-05,274.89,274.11,435.9,12.92,84.42,0.0,0.0,2.31,22.213610427446493,66.16074298452115
7,2003,575.66,162.98,87.59,164.2,2.22,1.8,1.18531e-05,275.22,274.7,405.94,12.1,85.26,0.0,0.0,2.3,22.213610427446493,66.16074298452115
7,2004,575.66,162.98,87.59,164.2,2.22,1.8,1.09483e-05,274.97,274.8,603.95,11.37,86.01,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2005,575.66,162.98,87.59,164.2,2.22,1.8,1.34567e-05,275.97,275.61,653.39,13.03,84.35,0.0,0.0,2.33,22.213610427446493,66.16074298452115
7,2006,575.66,162.98,87.59,164.2,2.22,1.8,1.31882e-05,276.38,275.93,508.39,13.14,84.27,0.0,0.0,2.33,22.213610427446493,66.16074298452115
7,2007,575.66,162.98,87.59,164.2,2.22,1.8,1.2944e-05,276.44,275.59,692.62,14.46,82.93,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2008,575.66,162.98,87.59,164.2,2.22,1.8,1.26402e-05,276.15,275.7,630.48,10.69,86.65,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2009,575.66,162.98,87.59,164.2,2.22,1.8,1.32543e-05,276.0,275.39,474.8,8.33,88.7,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2010,575.66,162.98,87.59,164.2,2.22,1.8,1.23452e-05,274.54,273.3,539.18,7.42,89.62,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2011,575.66,162.98,87.59,164.2,2.22,1.8,1.33429e-05,275.86,275.59,786.7,8.66,88.64,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2012,575.66,162.98,87.59,164.2,2.22,1.8,1.37194e-05,275.4,274.16,800.78,6.74,90.5,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2013,575.66,162.98,87.59,164.2,2.22,1.8,1.4113e-05,276.44,275.43,579.73,8.14,89.19,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2014,575.66,162.98,87.59,164.2,2.22,1.8,1.45016e-05,276.1,275.79,485.16,9.59,87.64,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2015,575.66,162.98,87.59,164.2,2.22,1.8,1.25859e-05,276.3,276.27,814.82,9.54,87.82,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2016,575.66,162.98,87.59,164.2,2.22,1.8,1.37364e-05,276.37,275.63,706.94,8.56,88.81,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2017,575.66,162.98,87.59,164.2,2.22,1.8,1.21767e-05,275.41,274.75,624.88,7.21,89.98,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2018,575.66,162.98,87.59,164.2,2.22,1.8,1.47633e-05,276.82,275.91,428.33,7.08,90.14,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2019,575.66,162.98,87.59,164.2,2.22,1.8,1.47934e-05,275.61,275.11,583.67,8.86,88.38,0.0,0.0,2.32,22.213610427446493,66.16074298452115
7,2020,575.66,162.98,87.59,164.2,2.22,1.8,1.41984e-05,276.58,276.65,697.25,6.03,90.94,0.0,0.0,2.32,22.213610427446493,66.16074298452115
8,2001,1275.04,93.16,48.01,94.71,2.31,1.73,1.11779e-05,275.59,274.48,596.09,7.05,88.49,0.0,0.05,3.15,23.271831512051996,66.14162979369588
8,2002,1275.04,93.16,48.01,94.71,2.31,1.73,1.23862e-05,275.04,274.16,442.85,12.95,83.4,0.0,0.05,3.11,23.271831512051996,66.14162979369588
8,2003,1275.04,93.16,48.01,94.71,2.31,1.73,1.15447e-05,275.08,274.36,432.19,11.5,84.77,0.0,0.05,3.09,23.271831512051996,66.14162979369588
8,2004,1275.04,93.16,48.01,94.71,2.31,1.73,1.08077e-05,275.03,274.85,589.79,10.62,85.75,0.0,0.05,3.09,23.271831512051996,66.14162979369588
8,2005,1275.04,93.16,48.01,94.71,2.31,1.73,1.34729e-05,276.1,275.67,636.4,11.16,85.27,0.0,0.05,3.07,23.271831512051996,66.14162979369588
8,2006,1275.04,93.16,48.01,94.71,2.31,1.73,1.32162e-05,276.41,275.97,477.45,10.57,85.9,0.0,0.05,3.08,23.271831512051996,66.14162979369588
8,2007,1275.04,93.16,48.01,94.71,2.31,1.73,1.2626e-05,276.42,275.67,670.68,10.08,86.41,0.0,0.05,3.07,23.271831512051996,66.14162979369588
8,2008,1275.04,93.16,48.01,94.71,2.31,1.73,1.22423e-05,276.12,275.73,604.6,6.14,90.26,0.0,0.05,3.07,23.271831512051996,66.14162979369588
8,2009,1275.04,93.16,48.01,94.71,2.31,1.73,1.31468e-05,275.97,275.48,472.8,4.22,91.92,0.0,0.05,3.08,23.271831512051996,66.14162979369588
8,2010,1275.04,93.16,48.01,94.71,2.31,1.73,1.2057e-05,274.64,273.54,501.21,3.05,93.26,0.0,0.05,3.07,23.271831512051996,66.14162979369588
8,2011,1275.04,93.16,48.01,94.71,2.31,1.73,1.30394e-05,275.77,275.73,672.41,5.32,91.1,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2012,1275.04,93.16,48.01,94.71,2.31,1.73,1.33194e-05,275.31,274.19,736.39,3.84,92.5,0.0,0.05,3.05,23.271831512051996,66.14162979369588
8,2013,1275.04,93.16,48.01,94.71,2.31,1.73,1.37369e-05,276.41,275.55,523.51,5.38,90.94,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2014,1275.04,93.16,48.01,94.71,2.31,1.73,1.41197e-05,276.02,275.97,485.78,7.21,89.06,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2015,1275.04,93.16,48.01,94.71,2.31,1.73,1.19297e-05,276.19,276.23,777.12,5.98,90.3,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2016,1275.04,93.16,48.01,94.71,2.31,1.73,1.35277e-05,276.21,275.64,719.0,4.4,91.77,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2017,1275.04,93.16,48.01,94.71,2.31,1.73,1.1608e-05,275.23,274.7,571.99,3.12,92.68,0.0,0.05,3.06,23.271831512051996,66.14162979369588
8,2018,1275.04,93.16,48.01,94.71,2.31,1.73,1.44347e-05,276.75,275.97,437.89,3.18,93.04,0.0,0.05,3.05,23.271831512051996,66.14162979369588
8,2019,1275.04,93.16,48.01,94.71,2.31,1.73,1.41007e-05,275.51,275.13,570.02,5.1,91.34,0.0,0.05,3.05,23.271831512051996,66.14162979369588
8,2020,1275.04,93.16,48.01,94.71,2.31,1.73,1.39571e-05,276.48,276.8,732.14,2.98,92.99,0.0,0.05,3.05,23.271831512051996,66.14162979369588
9,2001,406.06,121.69,59.14,125.75,2.21,1.81,1.10276e-05,275.5,274.33,631.86,7.97,88.92,0.0,0.0,2.3,22.461409097323536,66.11866863488102
9,2002,406.06,121.69,59.14,125.75,2.21,1.81,1.23366e-05,274.92,274.13,455.79,12.35,85.2,0.0,0.0,2.3,22.461409097323536,66.11866863488102
